City,Country,Latitude,Longitude,Date,Wind_Speed,Pressure,Humidity,Temperature,Cloudiness
Sitka,US,57.0531,-135.33,1644210212,9.22,993,76,44.49,100
Mandalgovi,MN,45.7625,106.2708,1644210213,5.64,1030,43,16.84,7
Dingle,PH,10.9995,122.6711,1644210215,15.05,1011,62,84.56,44
Hīt,IQ,33.6416,42.8251,1644210216,3.71,1023,55,51.31,66
Durban,ZA,-29.8579,31.0292,1644210217,3.0,1019,89,74.01,2
Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,1644210217,15.66,998,74,28.99,75
Kaeo,NZ,-35.1,173.7833,1644210218,6.26,1009,97,76.32,100
Tavistock,GB,50.5494,-4.1442,1644210218,2.57,1024,91,41.85,52
Manggar,ID,-2.8833,108.2667,1644210108,9.71,1009,73,83.68,100
Kandrian,PG,-6.2167,149.55,1644210219,8.86,1005,64,88.48,99
Locri,IT,38.2414,16.2623,1644210219,11.92,1017,84,55.36,6
Naryan-Mar,RU,67.6713,53.087,1644210219,17.34,1012,87,16.56,100
Marawi,PH,7.9986,124.2928,1644210220,7.54,1010,52,73.65,66
Vinh Yen,VN,21.31,105.5967,1644210221,2.62,1015,69,62.55,92
Port Elizabeth,ZA,-33.918,25.5701,1644210221,2.3,1014,88,66.49,0
Puksoozero,RU,62.5903,40.6066,1644210222,8.14,1003,93,9.93,89
Meulaboh,ID,4.1363,96.1285,1644210222,4.41,1012,82,79.59,98
Provideniya,RU,64.3833,-173.3,1644210223,4.47,1016,65,-0.29,4
Faya,SA,18.3851,42.4509,1644210223,2.66,1018,77,52.32,11
Mariehamn,AX,60.0973,19.9348,1644210102,2.3,984,93,26.46,0
Arlit,NE,18.7369,7.3853,1644210224,8.3,1017,14,59.5,0
Mount Gambier,AU,-37.8333,140.7667,1644210225,7.74,1016,21,86.77,0
Saskylakh,RU,71.9167,114.0833,1644210225,4.59,1030,100,-26.66,91
Vao,NC,-22.6667,167.4833,1644210226,14.52,1000,81,81.32,45
Tara,RU,56.8944,74.371,1644210226,5.17,1025,87,7.57,99
Edinburgh,GB,55.9521,-3.1965,1644210052,1.99,1017,81,33.85,0
Livingston,GB,55.9029,-3.5226,1644210227,6.91,1017,87,32.63,0
Hilton Head,US,32.2163,-80.7526,1644210046,17.27,1022,87,43.77,90
Lüderitz,NA,-26.6481,15.1594,1644210227,2.55,1012,74,68.63,61
Minsk,BY,53.9,27.5667,1644210228,16.26,990,98,31.75,100
Kindu,CD,-2.95,25.95,1644210228,4.59,1012,99,69.08,100
Xining,CN,36.6167,101.7667,1644210229,2.04,1024,58,18.07,70
Pierre,US,44.3683,-100.351,1644210229,4.61,1021,63,27.52,100
Bonavista,CA,48.6499,-53.1147,1644210229,17.83,1037,64,11.12,48
Codrington,AU,-38.2667,141.9667,1644210230,18.61,1017,38,79.65,0
Matamoros,MX,25.5333,-103.25,1644210000,3.67,1015,61,55.11,69
Ojo de Agua,HN,14.0167,-86.35,1644210231,2.55,1017,94,65.61,80
Ngunguru,NZ,-35.6167,174.5,1644210231,10.07,1010,98,76.15,100
Ardakān,IR,32.31,54.0175,1644210231,2.17,1019,39,39.58,0
Pampa,US,35.5362,-100.9599,1644210232,10.36,1029,80,30.83,0
Mendi,PG,-6.1761,143.6513,1644210232,4.32,1011,84,64.44,96
Maniitsoq,GL,65.4167,-52.9,1644210232,11.56,990,84,3.38,100
Nadym,RU,65.5333,72.5167,1644210233,9.8,1034,100,-10.98,95
Bolu Province,TR,40.6667,31.5833,1644210052,5.7,1023,91,24.28,69
Micheweni,TZ,-4.9667,39.8333,1644210234,5.55,1012,76,80.53,100
Bathsheba,BB,13.2167,-59.5167,1644210234,16.11,1014,88,75.81,75
Uddevalla,SE,58.3478,11.9424,1644210110,6.64,992,86,33.21,55
Weihe,CN,32.9952,105.3247,1644210235,3.71,1023,73,33.84,100
Vikhorevka,RU,56.1201,101.1636,1644210235,4.36,1021,78,18.99,100
Dhidhdhoo,MV,6.8833,73.1,1644210236,10.07,1015,70,80.46,16
Usinsk,RU,65.9939,57.5281,1644210236,8.48,1018,85,6.35,100
Tambura,SS,5.6,27.4667,1644210237,5.99,1013,22,64.74,79
Ponta Delgada,PT,37.7333,-25.6667,1644210237,8.05,1028,82,57.92,75
Tynda,RU,55.1667,124.7167,1644210237,2.04,1022,78,3.27,100
Bairiki Village,KI,1.3292,172.9752,1644210238,8.05,1007,70,86.0,20
Kodinsk,RU,58.6881,99.1844,1644210239,3.0,1021,92,15.94,100
Freeport,US,40.6576,-73.5832,1644210112,1.01,1032,76,29.21,100
Burdur,TR,37.7203,30.2908,1644210070,4.61,1021,86,21.9,0
Buin,CL,-33.7333,-70.75,1644210240,1.23,1013,61,68.95,0
Garissa,KE,-0.4536,39.6401,1644210241,6.96,1013,69,78.35,100
Mâncio Lima,BR,-7.6142,-72.8958,1644210243,2.08,1011,97,73.06,100
San Rafael del Sur,NI,11.8485,-86.4384,1644210244,13.87,1013,65,76.69,0
Trelew,AR,-43.249,-65.3051,1644210243,14.54,1016,49,63.18,0
Erzin,TR,36.9559,36.2,1644210246,4.32,1023,72,36.32,0
Kayerkan,RU,69.3497,87.7602,1644210247,1.52,1035,99,-25.47,51
Boddam,GB,57.4667,-1.7833,1644210247,14.25,1015,76,35.24,26
Rock Springs,US,41.5875,-109.2029,1644210249,11.01,1037,64,23.05,0
Edremit,TR,39.5961,27.0244,1644210250,4.61,1018,93,33.55,0
Gao,ML,16.6362,1.637,1644210251,11.88,1015,16,58.51,0
Gladstone,AU,-23.85,151.25,1644210252,12.66,1011,51,82.33,40
Nanortalik,GL,60.1432,-45.2371,1644210253,55.19,981,76,17.06,100
Clyde River,CA,70.4692,-68.5914,1644210253,4.34,1003,90,-36.31,74
Torbay,CA,47.6666,-52.7314,1644210255,4.0,1036,83,11.53,87
Quatre Cocos,MU,-20.2078,57.7625,1644210256,10.22,1013,77,82.09,97
Bumba,CD,2.1833,22.4667,1644210257,3.42,1011,39,66.13,100
Balta,UA,47.9355,29.6198,1644210257,11.86,1005,59,35.37,98
Gizo Government Station,SB,-8.103,156.8419,1644210259,10.94,1006,72,85.3,100
Fayetteville,US,35.0527,-78.8784,1644210261,3.0,1027,67,38.89,100
Kuching,MY,1.55,110.3333,1644210044,5.75,1010,74,84.42,75
Okoneshnikovo,RU,54.8377,75.0834,1644210262,9.84,1024,81,9.46,50
Tandil,AR,-37.3217,-59.1332,1644210262,6.33,1018,93,52.57,5
Natal,BR,-5.795,-35.2094,1644210193,4.61,1011,88,75.85,40
George Town,MY,5.4112,100.3354,1644210057,4.61,1011,62,87.73,20
Graham,US,47.0529,-122.2943,1644210211,0.0,1024,92,37.98,0
Talaya,RU,61.3833,152.75,1644210263,0.63,1027,85,-20.25,28
Alofi,NU,-19.0595,-169.9187,1644210264,2.3,1010,89,80.49,100
Zyryanka,RU,65.75,150.85,1644210265,4.92,1027,96,-28.5,38
Arvika,SE,59.6553,12.5852,1644210265,4.7,990,76,25.41,31
Atambua,ID,-9.1061,124.8925,1644210265,5.86,1008,67,83.52,44
Bubaque,GW,11.2833,-15.8333,1644210165,8.25,1010,68,76.17,22
Zhigansk,RU,66.7697,123.3711,1644210055,2.55,1031,98,-28.07,92
Bahía Honda,CU,22.9036,-83.1592,1644210266,7.07,1019,82,70.74,0
Pangody,RU,65.85,74.4859,1644210267,7.11,1035,100,-14.21,90
Lao Cai,VN,22.4833,103.95,1644210267,1.25,1014,56,74.61,56
Miyako,JP,39.6367,141.9525,1644210269,11.9,1017,47,36.5,94
Outlook,CA,51.5001,-107.0513,1644210270,13.62,1015,79,30.47,2
Campbell River,CA,50.0163,-125.2446,1644210040,2.3,1023,100,38.7,90
Mersing,MY,2.4312,103.8405,1644210271,12.57,1010,81,81.61,100
Dossor,KZ,47.5272,52.9811,1644210272,7.38,1018,81,24.57,100
Gavrilov-Yam,RU,57.3018,39.8533,1644210272,7.87,1005,95,17.44,98
Pisco,PE,-13.7,-76.2167,1644210272,2.3,1013,94,64.45,40
Khromtau,KZ,50.2503,58.4347,1644210273,12.82,1015,94,13.95,100
Kapuskasing,CA,49.4169,-82.4331,1644210273,7.34,1025,96,0.43,100
São Gabriel da Cachoeira,BR,-0.1303,-67.0892,1644210273,1.95,1011,99,72.45,98
Henties Bay,NA,-22.116,14.2845,1644210274,7.94,1012,82,68.86,95
Oneonta,US,42.4529,-75.0638,1644210274,5.48,1033,82,19.33,16
Suntar,RU,62.1444,117.6319,1644210081,4.68,1022,91,4.21,100
Hidalgo,MX,20.5,-99.0,1644210275,2.84,1017,64,55.11,83
Bilma,NE,18.6853,12.9164,1644210276,8.7,1020,18,55.51,0
Paraíso,CR,9.8383,-83.8656,1644210277,3.24,1018,90,62.01,69
Stettler,CA,52.3168,-112.7186,1644210264,8.99,1015,71,31.59,97
Pasni,PK,25.2631,63.471,1644210129,1.34,1016,78,70.84,0
Concarneau,FR,47.875,-3.9225,1644210278,7.14,1028,92,49.95,54
Vestmannaeyjar,IS,63.4427,-20.2734,1644210278,64.13,973,96,37.29,100
Rosarito,MX,32.3333,-117.0333,1644210279,7.54,1022,32,57.83,0
Rovaniemi,FI,66.5,25.7167,1644210098,10.36,984,93,27.81,100
